pctile,inc3_mean,tax_mean,transfer_mean,pubpension_mean,hil_mean,hxit_mean,hxits_mean,hsscer_mean,taxrate_mean,countryyear
75,26861.76,8219.979,435.5334,1154.116,20034.91,3003.423,2661.25,5216.555,.3058905,sk10
76,27194.07,6956.199,3305.252,1544.102,17716.72,2341.07,2358.072,4615.129,.2556345,sk10
77,27584.18,8276.206,428.0063,1876.764,19957.92,3077.632,2655.377,5198.575,.3000541,sk10
78,27997.92,7776.534,933.1989,2653.328,19367.56,2738.652,2571.009,5037.882,.2778946,sk10
79,28363.98,7808.551,731.4026,1534.742,20698.28,2418.1,2751.438,5390.451,.2753206,sk10
80,28948.54,8765.683,257.6858,1615.381,21443.94,3174.008,2856.236,5591.675,.3026977,sk10
81,29459.58,8922.242,467.8772,1144.027,22050.84,3180.688,2929.883,5741.554,.3030052,sk10
82,29876.79,9220.91,539.4257,1606.816,22000.68,3511.336,2913.414,5709.574,.3086489,sk10
83,30451.46,9168.186,571.2958,1320.467,22571.9,3283.463,3006.17,5884.723,.3011324,sk10
84,30965.95,9202.255,829.1254,2518.338,21890.17,3504.756,2906.996,5697.5,.2969467,sk10
85,31701.92,8939.222,2713.92,1463.76,21651.54,3314.882,2866.818,5624.34,.2820617,sk10
86,32237.22,10214.15,230.7428,1877.064,23893.49,3992.455,3172.525,6221.7,.3169736,sk10
87,32774.25,9989.021,369.632,513.8384,25249.38,3406.592,3358.711,6582.429,.3048554,sk10
88,33241.19,9951.747,413.7006,1313.767,24987.12,3434.281,3326.037,6517.465,.2993734,sk10
89,34110.48,10126.04,976.8646,1254.216,25262.68,3559.131,3350.253,6566.906,.2968508,sk10
90,35063.38,10657.9,484.5822,2163.945,25736.9,3993.123,3397.797,6664.775,.3038768,sk10
91,36061.29,10760.74,738.235,1814.168,26560.56,3843.634,3526.746,6917.109,.2984266,sk10
92,37226.83,12261.2,490.0216,1911.678,27648.65,5115.359,3639.454,7145.839,.3296756,sk10
93,38668.52,11754.29,451.6338,1196.166,29406.65,4176.923,3862.009,7577.364,.3039112,sk10
94,40194.15,12689.39,321.1328,1607.987,30445.72,4880.077,3977.314,7809.309,.3156396,sk10
95,41723.89,14334.65,344.9342,732.1168,32213,6003.219,4239.479,8331.434,.3437591,sk10
96,43506.81,14113.09,391.7624,1655.415,32913.95,5584.954,4339.708,8528.135,.3244271,sk10
97,45540.39,14829.08,356.8934,217.8674,35720.25,5706.192,4646.163,9122.887,.3259228,sk10
98,49003.6,17405.81,449.3027,967.9128,38026.1,8022.716,4765.724,9383.099,.3550387,sk10
99,56159.36,19819.99,536.306,2198.945,43029.26,9475.193,5254.603,10344.8,.3549392,sk10
100,83599.09,25715.14,316.6659,1695.091,69820.91,14074.37,5828.874,11640.77,.3181747,sk10
1,1378.663,37.55131,1186.21,0,154.9786,7.252264,13.01305,30.29905,.0274203,sk13
2,2673.08,56.32951,2256.9,198.7246,177.7016,16.93497,16.91945,39.39454,.0200414,sk13
3,3423.783,47.85086,2876.661,353.9632,151.5503,14.59176,14.28436,33.2591,.0140112,sk13
4,4364.67,106.1888,3076.787,928.0639,274.3895,30.53347,32.49298,75.6553,.0248399,sk13
5,5282.219,510.3094,2018.892,1623.392,1259.605,134.5659,161.377,375.7435,.0951034,sk13
6,6309.921,774.2476,1524.494,2400.245,1816.859,221.9654,237.1981,552.2822,.1236605,sk13
7,7065.729,1351.537,1099.235,1864.04,3133.393,388.0558,413.8027,963.4809,.1909246,sk13
8,7644.766,1029.241,1372.704,3045.884,2459.854,289.26,317.8123,739.9809,.134261,sk13
9,8203.018,1346.835,1469.788,2650.627,3108.493,396.8882,407.9899,949.9467,.1644275,sk13
10,8784.178,1917.079,906.7192,2172.797,4356.764,576.1718,575.9026,1340.908,.2183963,sk13
11,9243.165,1905.692,1632.246,1996.323,4281.389,591.0176,564.6358,1314.674,.2054272,sk13
12,9780.343,1967.775,989.0189,2820.603,4571.731,574.0989,598.5661,1393.676,.2011645,sk13
13,10235.31,2301.954,1195.714,2182.712,5227.699,693.1069,690.9792,1608.847,.2244131,sk13
14,10599.01,2498.382,1529.964,1802.451,5538.511,788.6863,734.2922,1709.695,.2357115,sk13
15,11054.79,2634.493,1014.988,2383.471,5793.833,844.3004,768.8647,1790.192,.2378023,sk13
16,11580.79,2725.36,1086.654,2448,6134.868,827.4373,815.1333,1897.922,.2351693,sk13
17,12002.58,3045.66,1127.146,2011.134,6763.016,957.7353,896.7368,2087.925,.254005,sk13
18,12409.23,3328.252,1155.039,1659.515,7308.466,1057.826,975.1187,2270.426,.2681061,sk13
19,12736.74,3459.07,1512.477,1137.717,7681.799,1090.48,1017.279,2368.59,.2716427,sk13
20,13086.62,3735.111,901.5194,1476.932,8171.287,1207.302,1085.661,2527.808,.285417,sk13
21,13357.8,3491.047,1252.254,1810.396,7849.117,1063.47,1042.613,2427.576,.2614931,sk13
22,13647.45,3849.788,1104.104,1648.255,8307.873,1269.232,1108.316,2580.556,.2819989,sk13
23,13957.38,3611.578,1130.876,2404.987,7942.195,1141.987,1060.657,2469.591,.2588044,sk13
24,14258.48,3662.498,763.105,2864.682,8113.628,1153.26,1077.685,2509.237,.256846,sk13
25,14525.31,4232.755,1102.727,1433.039,9131.438,1391.837,1220.138,2840.917,.2915077,sk13
26,14840.24,3978.427,1185.163,2271.223,8663.771,1300.159,1150.282,2678.269,.2682067,sk13
27,15148.59,4191.978,1050.274,2103.028,9100.264,1372.661,1210.86,2819.317,.2765649,sk13
28,15384.58,4213.406,1312.362,2035.598,9083.272,1396.84,1209.679,2816.566,.2738352,sk13
29,15583.19,4887.822,1027.332,709.2982,10561.17,1608.618,1408.376,3279.204,.3135982,sk13
30,15826.26,4666.904,932.3229,1444.151,10267.1,1490.083,1364.404,3176.821,.2948809,sk13
31,16032.71,4445.303,1065.512,2230.417,9703.837,1428.046,1295.873,3017.257,.2773527,sk13
32,16345.26,5201.009,948.0147,519.8674,11343.69,1672.916,1515.271,3528.093,.3181818,sk13
33,16560.81,4904.318,942.1125,1530.458,10672.64,1585.201,1425.519,3319.118,.2961596,sk13
34,16776.34,4951.494,1132.418,1513.848,10770.08,1609.154,1435.492,3342.341,.2951887,sk13
35,16939.46,4994.829,863.196,1784.693,10901.77,1614.434,1451.836,3380.395,.2948951,sk13
36,17182.02,5140.214,679.1888,1925.405,11133.14,1718.056,1469.773,3422.157,.2992488,sk13
37,17448.23,5057.679,754.9333,2257.214,11005.54,1639.942,1467.874,3417.737,.2898067,sk13
38,17649.11,5451.578,527.9825,1466.92,11937.92,1751.836,1588.992,3699.743,.3088724,sk13
39,17847.61,4786.484,1170.213,2769.201,10585.76,1519.919,1402.948,3266.565,.2681563,sk13
40,18067.47,5081.106,1109.536,2409.909,11097.6,1638.503,1478.554,3442.603,.2812341,sk13
41,18352.23,5488.698,736.5891,1886.807,11969.77,1775.484,1594.778,3713.214,.2990369,sk13
42,18672.87,5398.375,882.4237,2445.874,11652.5,1780.045,1554.026,3618.33,.2890631,sk13
43,18960.07,5707.83,609.1528,2025.855,12439.17,1841.654,1660.473,3866.176,.3010514,sk13
44,19168.26,5636.782,1249.886,2018.523,12113.94,1879.47,1613.717,3757.312,.2941076,sk13
45,19362.1,6305.354,734.4172,757.4033,13602.71,2068.657,1819.607,4236.697,.3256579,sk13
46,19587.62,6192.134,358.8871,1908.361,13213.54,2096.686,1758.942,4095.448,.3161741,sk13
47,19883.48,6310.935,381.6228,1547.066,13697.65,2064.629,1823.734,4246.306,.3174017,sk13
48,20079.95,6308.483,727.8295,1511.213,13608.01,2082.156,1815.153,4226.327,.3141574,sk13
49,20337.73,6109.431,698.5211,2165.053,13319.11,1977.574,1774.58,4131.857,.3004135,sk13
50,20594.28,6365.53,1411.929,1192.938,13709.54,2104.621,1830.006,4260.909,.3090739,sk13
51,20869.53,6246.377,454.2709,2661.694,13529.41,2049.63,1802.449,4196.747,.2993488,sk13
52,21158.74,6512.12,816.8047,1994.257,13994.35,2167.746,1865.853,4344.374,.3078557,sk13
53,21427.21,6809.317,758.7891,1546.677,14591.92,2281.045,1944.835,4528.272,.3177722,sk13
54,21642.18,6571.512,645.2167,2502.575,14102.52,2187.698,1882.792,4383.813,.30373,sk13
55,21887.2,6531.352,741.2889,2473.915,14278.39,2148.976,1882.175,4382.376,.2984073,sk13
56,22114.38,6443.458,525.5526,3262.251,13996.5,2118.507,1857.511,4324.951,.2914077,sk13
57,22341.17,7077.817,650.9208,1753.942,15192.66,2350.815,2030.187,4727.002,.3168193,sk13
58,22594.07,7119.897,650.4673,2157.015,15089.61,2434.69,2012.237,4685.208,.3151262,sk13
59,22846.5,7217.39,458.3004,2274.793,15320.6,2445.388,2049.514,4772.002,.3159601,sk13
60,23161.76,7203.368,715.3214,2085.908,15530.1,2383.154,2070.22,4820.214,.31097,sk13
61,23506.22,7512.097,649.0997,1657.561,16175.36,2499.419,2152.881,5012.678,.3196097,sk13
62,23774.31,7517.432,613.4191,2091.683,16065.8,2521.146,2145.841,4996.286,.3162095,sk13
63,24067.81,8086.64,436.3821,1124.511,17149.47,2748.19,2292.796,5338.451,.3359906,sk13
64,24325.61,7749.054,376.4703,2277.03,16516.36,2610.73,2206.844,5138.324,.318569,sk13
65,24612.42,7789.531,600.97,2220.829,16616.04,2642.303,2210.668,5147.228,.3164935,sk13
66,24942.85,8173.886,591.9047,1486.235,17432.85,2762.014,2324.33,5411.873,.3277521,sk13
67,25232.41,8100.307,445.8613,2025.719,17356.05,2710.388,2314.901,5389.919,.3210176,sk13
68,25604.33,8475.17,753.6866,1389.768,17867.42,2921.853,2385.078,5553.316,.3309701,sk13
69,25927.96,8350.017,382.3753,2191.258,17817.56,2829.531,2370.978,5520.486,.32209,sk13
70,26187.03,8626.249,504.9518,1728.191,18155.08,2976.103,2426.666,5650.146,.3294144,sk13
71,26567.23,8458.954,484.583,2752.583,17796.16,2939.281,2370.629,5519.674,.3184184,sk13
72,26853.31,8541.035,929.6126,2008.914,18242.67,2887.989,2427.911,5653.046,.3180318,sk13
73,27144.62,8292.572,629.7067,3340.369,17676.42,2803.499,2357.486,5489.073,.3054642,sk13
74,27489.25,9168.553,881.9274,1418.364,19214.05,3212.664,2557.978,5955.888,.3335639,sk13
75,27869.85,9050.422,742.2971,2196.658,18904.81,3161.117,2529.381,5889.304,.3247027,sk13
76,28227.74,9305.416,484.4406,1754.082,19727.78,3174.401,2633.192,6131.014,.3296753,sk13
77,28694.12,9000.24,369.8267,3111.061,19206.43,3069.082,2547.356,5931.158,.3136491,sk13
78,29179.42,9458.181,418.1371,2369.866,20128.13,3202.441,2686.76,6255.74,.3241111,sk13
79,29652.52,9830.995,388.2036,2437.62,20451.18,3466.696,2733.385,6364.3,.3315483,sk13
80,30165.3,9877.316,814.3895,1816.468,20976.07,3345.589,2805.293,6531.728,.3274484,sk13
81,30726.26,9710.354,493.5643,3161.637,20633.33,3307.188,2750.078,6403.167,.3160227,sk13
82,31170.03,10032.84,892.5226,2653.621,20983.98,3504.1,2804.011,6528.742,.3218767,sk13
83,31767.25,10609.03,437.0711,2161.419,22218.5,3704.216,2965.53,6904.817,.3338968,sk13
84,32431.57,10928.58,589.6319,1652.587,22931.29,3795.469,3063.577,7133.106,.3370015,sk13
85,33158.89,10934.6,357.7025,2847.591,22830.33,3833.803,3049.702,7100.799,.3297814,sk13
86,33782.8,11711.13,495.1646,1080.412,24562.45,4076.591,3278.935,7634.536,.3466379,sk13
87,34281.45,11372.03,396.6442,2292.56,24067.86,3890.798,3213.092,7481.229,.3317591,sk13
88,35010.6,12124.5,314.0901,1181.188,25567.95,4196.524,3404.964,7927.976,.3462869,sk13
89,36068.66,12778.26,188.3816,885.0934,26680.38,4471.776,3567.528,8306.482,.3542894,sk13
90,37370.35,13101.61,218.6911,1507.537,27132.6,4655.671,3627.423,8445.939,.3507235,sk13
91,38606.7,13195.54,249.6188,2266.064,27420.8,4662.756,3664.723,8532.787,.3417692,sk13
92,40002.88,13934.14,682.1502,1544.011,28787.02,4982.438,3844.641,8951.701,.3482348,sk13
93,41461.7,14468.59,601.6879,1572.356,29912.66,5154.887,4000.116,9313.703,.3490787,sk13
94,42506.85,14852.15,182.9788,1815.037,30868.56,5239.129,4128.67,9613.022,.3494528,sk13
95,44179.74,15865.67,417.1033,728.1188,32774.2,5653.917,4385.817,10211.75,.3591019,sk13
96,46618.86,16769.69,221.9056,1125.46,34487.37,6031.684,4611.835,10738,.3598254,sk13
97,49231.22,17374.16,443.8704,2110.58,35507.31,6324.957,4745.493,11049.21,.3530147,sk13
98,53349.05,19391.41,946.9529,901.7379,39318.73,7219.221,5226.976,12172.19,.3634255,sk13
99,60841.84,22170.9,1152.816,642.0804,45059.63,8244.427,5979.838,13926.47,.3642461,sk13
100,99653.89,31296.14,530.2552,559.2271,80125.54,12924.42,7815.634,18371.72,.3278082,sk13
1,1577.798,569.2338,857.9031,78.21033,484.7079,569.2338,100.0759,0,.867443,uk99
2,4551.208,797.8734,2795.495,216.5099,1279.304,786.2504,95.11092,11.62294,.1745731,uk99
3,6053.553,757.7483,4009.276,475.157,1372.54,740.1316,84.15311,17.61668,.1252507,uk99
4,6978.338,671.2589,4900.509,920.7766,1068.674,658.4696,55.6684,12.78927,.0962204,uk99
5,7639.415,837.9652,5389.413,719.5195,1390.018,808.6677,65.48098,29.29748,.1094005,uk99
6,8076.257,651.3135,6153.47,737.1723,1140.448,630.0809,40.10397,21.23251,.0806529,uk99
7,8374.021,699.5372,6467.902,557.5546,1176.903,667.9233,51.55105,31.61386,.0834465,uk99
8,8674.528,727.6673,6886.78,601.9944,1081.18,707.0277,49.57934,20.63957,.0837998,uk99
9,8977.057,728.3461,6362.636,823.647,1687.279,690.4326,65.82222,37.91352,.0811068,uk99
10,9248.628,757.5341,7076.246,803.5933,1312.165,725.7861,53.69285,31.74791,.0818557,uk99
11,9535.472,635.4832,7123.78,988.4131,1329.145,604.8173,40.00074,30.66598,.0666007,uk99
12,9788.175,753.6556,7236.556,838.8171,1538.626,709.2061,67.07565,44.44953,.0770052,uk99
13,10112.91,792.8979,6944.463,1178.154,1914.369,736.8652,83.96593,56.0327,.0783762,uk99
14,10432.06,1033.641,6483.521,1180.167,2627.854,919.0463,111.7166,114.5948,.0989199,uk99
15,10779.77,1047.514,6392.175,1538.452,2604.704,946.5896,117.6695,100.9242,.0970643,uk99
16,11163.36,974.3043,6622.368,1634.249,2726.465,876.799,109.9553,97.5053,.0872747,uk99
17,11499.56,1228.68,5614.095,1722.347,3931.005,1042.76,192.3767,185.9205,.1068737,uk99
18,11831.74,1182.355,6063.982,1704.219,3735.148,992.6589,180.8832,189.6961,.099866,uk99
19,12247.19,1384.358,5896.221,1830.768,4127.145,1162.357,194.5437,222.0004,.1129944,uk99
20,12612.34,1575.065,5391.692,1535.904,5240.622,1294.654,279.8557,280.4111,.1249206,uk99
21,13063.52,1673.497,5210.51,2165.234,5264.481,1399.836,301.4307,273.6617,.128021,uk99
22,13491.73,1761.237,5193.395,1881.625,5698.137,1445.225,285.4651,316.0121,.1305844,uk99
23,13956.57,2067.476,4431.26,2062.988,6863.712,1670.116,356.0745,397.3603,.1481297,uk99
24,14475.63,2200.964,4677.945,2186.489,6892.217,1759.878,396.9063,441.086,.1519711,uk99
25,15001.44,2284.914,4997.438,2064.586,7298.849,1816.566,412.4567,468.3479,.1523268,uk99
26,15438.99,2413.485,4559.22,2221.902,8054.819,1900.056,422.729,513.4285,.1562095,uk99
27,15900.76,2842.285,4293.271,2242.981,8405.85,2296.408,513.7838,545.8772,.1787862,uk99
28,16398.91,2907.715,3980.823,2016.384,9544.729,2247.512,516.7702,660.2034,.1772307,uk99
29,16907.78,3402.415,3281.649,1435.499,11149.16,2638.854,644.3016,763.5601,.201138,uk99
30,17321.79,3406.671,3110.172,1743.051,11457.8,2631.913,666.1226,774.7578,.1966222,uk99
31,17759.13,3776.185,2744.762,1440.768,12481.49,2889.393,732.0721,886.7928,.2126359,uk99
32,18203.08,3829.513,3041.543,1628.897,12298.48,2963.33,733.3363,866.1827,.2103094,uk99
33,18646.39,3757.768,2865.053,1613.136,12643.82,2861.348,739.7815,896.4207,.2014967,uk99
34,19077.42,4272.297,2472.458,1530.468,13717.16,3277.723,839.9937,994.5743,.2239574,uk99
35,19494.1,4240.409,1933.3,1525.503,14561.47,3194.229,837.1406,1046.18,.2174949,uk99
36,19966.03,4489.119,2165.779,2241.184,14311.83,3412.673,857.8035,1076.446,.2248046,uk99
37,20432.95,4578.529,2186.715,2301.767,14400.39,3507.767,891.6671,1070.762,.2240431,uk99
38,20908.76,5037.299,1786.904,1418.477,16239,3804.714,1020.135,1232.585,.2409214,uk99
39,21364.64,4822.781,2066.173,1817.137,15795.24,3593.321,943.2266,1229.459,.22577,uk99
40,21831.33,5103.879,1909.327,1306.717,16995.95,3828.835,1021.898,1275.044,.2337954,uk99
41,22334.13,5462.615,1543.378,2140.365,17019.74,4150.658,1104.807,1311.957,.2445406,uk99
42,22801.39,5543.505,1763.575,1937.574,17240.13,4185.013,1088.564,1358.492,.2431721,uk99
43,23215.59,5647.452,1668.049,1504.931,18106.42,4213.114,1075.983,1434.338,.2432612,uk99
44,23702.62,6253.502,1363.591,1660.145,18858.17,4739.265,1237.937,1514.237,.2638216,uk99
45,24185.15,6149.498,1257.433,1226.522,19844.89,4550.573,1247.591,1598.926,.2542728,uk99
46,24632.04,6156.951,1181.935,2072.161,19280.92,4599.813,1198.925,1557.138,.2499454,uk99
47,25116.46,6271.236,1514.45,1708.627,19874.71,4682.831,1261.057,1588.404,.2496533,uk99
48,25592.98,6426.336,1461.827,1907.091,20103.95,4815.688,1240.359,1610.648,.2511046,uk99
49,25984.87,6216.248,1332.78,2248.304,20260.52,4608.061,1144.329,1608.187,.239249,uk99
50,26431.38,6773.56,1213.749,1510.388,21433.21,5010.807,1300.698,1762.752,.2562406,uk99
51,26871.24,6910.229,1198.964,1533.969,22126.12,5117.911,1354.918,1792.318,.2571392,uk99
52,27313.27,7021.758,1921.846,1544.321,21532.57,5247.729,1328.19,1774.029,.2571001,uk99
53,27780.87,7357.558,1129.11,1806.628,22434.69,5525.644,1437.4,1831.914,.2648196,uk99
54,28255.09,7427.761,988.0731,1136.729,23776.04,5431.687,1530.859,1996.075,.2628978,uk99
55,28682.65,7788.687,954.4965,1128.23,24187.69,5713.936,1503.613,2074.751,.2715359,uk99
56,29178.75,7766.871,1106.486,1277.556,24133.02,5701.51,1468.275,2065.36,.2661784,uk99
57,29677.77,8032.332,910.6265,1947.076,24342.32,5983.879,1571.1,2048.453,.2706232,uk99
58,30145.89,8235.878,1121.304,1782.006,24506.12,6171.061,1557.911,2064.817,.2731866,uk99
59,30697.97,8361.073,1286.554,1033.936,25929.25,6184.64,1668.11,2176.433,.2723961,uk99
60,31246.32,7944.069,1019.724,2477.042,25052.79,5865.197,1521.181,2078.872,.2541984,uk99
61,31764.9,8371.223,1133.347,1747.885,25986.07,6154.981,1616.476,2216.241,.2635166,uk99
62,32368.05,9577.477,884.2706,1259.243,27196.72,7183.16,1716.825,2394.318,.2958992,uk99
63,32975.84,9355.849,837.2199,1266.994,27914.29,6919.853,1773.06,2435.996,.2837445,uk99
64,33603.17,9254.448,1382.777,1108.626,28061.11,6766.037,1726.133,2488.412,.2754684,uk99
65,34167.18,9503.851,1186.713,1449.766,28365.26,6992.654,1799.371,2511.197,.2781351,uk99
66,34775.92,9982.794,755.6106,1386.852,29417.91,7402.203,1820.938,2580.59,.2870182,uk99
67,35318.06,10012.09,1071.899,1333.338,29712.8,7350.203,1829.584,2661.883,.2835375,uk99
68,35871.72,10072.72,930.6058,1139.834,30691.51,7375.998,1929.945,2696.726,.2807773,uk99
69,36527.66,10163.12,922.82,1357.873,30502.81,7462.693,1929.395,2700.428,.2782545,uk99
70,37250.7,10279.9,980.3243,1532.329,31456.06,7466.537,1937.899,2813.363,.2760299,uk99
71,37893.13,10899.25,838.408,1935.937,31321.47,8074.923,1986.575,2824.324,.2876328,uk99
72,38586.89,11273.4,904.2862,1524.301,32301.66,8323.768,2050.589,2949.636,.2921754,uk99
73,39290.71,11210.56,1165.399,1236.213,33287.52,8194.214,2042.337,3016.342,.2853646,uk99
74,39932.94,11544.19,1157.575,1417.283,33555.12,8441.085,2140.649,3103.108,.2890799,uk99
75,40632.78,12003.4,570.884,1354.988,34533.67,8832.861,2157.71,3170.541,.2954073,uk99
76,41503.17,11586.87,1241.321,2096.489,33926.09,8497.182,2078.043,3089.688,.2791522,uk99
77,42367.83,12106.29,735.6375,1131.923,36686.53,8820.113,2325.431,3286.173,.2857542,uk99
78,43278.36,12243.15,853.5111,1730.597,36399.73,8884.145,2229.585,3359.01,.2829423,uk99
79,44204.11,12728.12,1282.826,1441.481,37108.18,9308.661,2362.81,3419.456,.287989,uk99
80,45148.09,13366,486.6692,1530.795,38578.99,9773.237,2348.127,3592.759,.2960812,uk99
81,46165.72,13786.93,512.9493,1868.296,39319.86,10067.43,2365.259,3719.501,.2986493,uk99
82,47221.77,13984.31,631.6208,1768.519,40288,10191.33,2520.555,3792.979,.2961797,uk99
83,48217.65,14206.34,947.2214,1820.55,40572.9,10325.41,2555.062,3880.922,.2946456,uk99
84,49330.43,14736.62,708.7081,1312.093,41859.44,10733.44,2531.776,4003.174,.2987008,uk99
85,50499.62,15315.51,494.2642,1812.482,42946.66,11182.97,2413.758,4132.542,.3032233,uk99
86,51877.92,15276.64,792.7927,633.4028,44771.1,11011.67,2625.22,4264.97,.294379,uk99
87,53251.5,16377.23,812.6055,1457.636,45629.88,11923.2,2700.625,4454.028,.3074235,uk99
88,55043.95,16482.85,1004.623,893.9496,47471.95,11872.28,2741.409,4610.568,.2994668,uk99
89,56594.01,17045.42,1075.483,1449.677,48229.5,12357.25,2782.256,4688.163,.3011241,uk99
90,58133.04,17870.29,805.332,1692.598,49456,12928.36,2781.585,4941.925,.3073737,uk99
91,60063.09,18563.93,457.0662,1896.424,51330.28,13495.39,2980.851,5068.548,.3090604,uk99
92,62489.64,19544.99,585.6696,1985.541,53237.34,14174.27,3037.017,5370.725,.3127174,uk99
93,65554.9,21446.45,488.6045,1214.283,56320.22,15687.95,3048.926,5758.493,.3269982,uk99
94,68939.32,21692.85,481.8176,1485.783,58505.7,15679.12,2977.295,6013.735,.3146523,uk99
95,73189.93,23754.94,1013.797,842.4568,60861.2,17404.21,2995.552,6350.729,.3241779,uk99
96,78659.06,25179.73,580.3856,3742.893,65184.06,18341.38,3018.396,6838.359,.3203285,uk99
97,85294.96,28098.9,583.9891,1666.118,72570.88,20432.53,3355.502,7666.371,.3292578,uk99
98,94048.59,30528,441.8457,881.9421,79981.89,21894.2,3102.386,8633.801,.3246967,uk99
99,110788.3,38991.33,1173.871,1889.329,91458.04,28862.82,2883.802,10128.51,.3511495,uk99
100,223965.3,69783.34,2268.149,2633.639,185140.6,48212.14,2710.689,21571.2,.3174383,uk99
1,1614.516,478.3796,949.1378,78.27315,441.6721,478.1684,14.01672,.211196,.9889432,uk04
2,5255.422,867.4443,3020.056,338.5093,1625.678,861.0325,21.39038,6.411903,.167721,uk04
3,7122.206,898.2776,4257.181,772.3296,1839.69,870.3372,40.69691,27.94037,.1259654,uk04
4,8311.919,1059.297,5039.428,772.1818,2252.976,984.8231,66.37398,74.47385,.1278295,uk04
5,9269.567,899.8722,6231.244,868.1733,2060.297,858.8014,53.94539,41.07078,.0971262,uk04
6,9961.448,1038.068,6765.734,819.2572,2219.034,959.9866,65.40388,78.08121,.1043037,uk04
7,10463.4,970.7171,7609.098,667.5084,1990.716,898.1734,66.11229,72.54372,.0928121,uk04
8,10924.83,958.1861,8426.847,705.924,1661.814,889.7234,47.47215,68.46266,.0877597,uk04
9,11346.63,961.8588,8439.789,948.36,1828.816,909.4577,34.80873,52.40116,.0847517,uk04
10,11726.11,971.5071,8171.221,1243.376,2180.479,896.1503,66.36261,75.35675,.0828552,uk04
11,12105.09,1085.069,8052.101,1472.205,2340.787,979.634,97.93774,105.4353,.0895251,uk04
12,12509.74,1191.742,7789.023,940.5596,3419.574,1032.674,97.7062,159.0684,.0952792,uk04
13,12952.71,1158.245,7537.415,1227.58,3724.916,994.7698,105.9164,163.475,.0894726,uk04
14,13339.06,1387.519,7589.684,1513.132,4006.797,1200.297,147.2319,187.222,.1040494,uk04
15,13773.08,1331.909,7389.307,2246.006,3850.119,1156.903,114.3306,175.0055,.0966422,uk04
16,14259.48,1626.943,7491.824,2021.879,4344.182,1372.185,195.8009,254.7581,.1141445,uk04
17,14751.35,1849.194,6951.556,1550.791,5726.782,1517.496,234.9657,331.6978,.1252066,uk04
18,15212.98,2031.322,6462.215,1792.443,6326.971,1668.963,263.0513,362.3591,.1335959,uk04
19,15631.46,1830.925,7612.35,1237.535,6275.23,1462.3,244.1174,368.6248,.1169679,uk04
20,16116.17,2384.028,6370.379,1727.836,6995.471,1930.558,311.1196,453.4704,.1479457,uk04
21,16584.56,2197.88,7150.003,1649.521,7202.547,1754.339,330.1086,443.541,.1325996,uk04
22,17054.23,2472.275,6430.373,1687.529,8146.26,1920.694,389.6152,551.5812,.1449348,uk04
23,17529.6,2980.373,5486.949,1591.677,9673.99,2290.918,485.4748,689.4549,.1700689,uk04
24,18165.69,3118.504,6207.354,1810.426,9152.919,2442.333,498.8435,676.1707,.171677,uk04
25,18685.46,3288.625,5485.789,1739.444,10435.53,2495.106,552.3098,793.5186,.1760137,uk04
26,19166.63,3369.135,5197.946,1573.725,11277.86,2553.683,566.5852,815.4518,.175737,uk04
27,19657.96,3783.513,5069.015,1691.428,11793.59,2909.922,670.4868,873.5911,.1923836,uk04
28,20157.28,3509.861,6300.047,1185.602,11670.79,2649.845,644.7311,860.0157,.1741619,uk04
29,20646.9,4355.071,4342.134,1765.133,13107.14,3323.046,746.4213,1032.025,.2108614,uk04
30,21141.31,3905.599,5610.384,1980.143,12439.4,2944.263,695.4564,961.3356,.1847467,uk04
31,21653.38,4324.693,4048.654,1417.272,14576.2,3171.501,795.4972,1153.193,.1996512,uk04
32,22102.99,4964.454,3643.66,1455.646,15584.44,3701.922,1009.355,1262.531,.2245749,uk04
33,22591.12,5157.872,3225.955,1573.393,16283.09,3822.727,976.3913,1335.145,.2283435,uk04
34,23050.03,4797.013,4070.773,1773.215,15505.93,3598.004,899.7452,1199.009,.2080517,uk04
35,23551.85,5547.281,3698.305,1457.284,16741.93,4128.649,1060.973,1418.632,.2356182,uk04
36,24103.46,5426.645,3180.56,1788.974,17294.89,3965.068,990.4406,1461.578,.22505,uk04
37,24675.52,5715.455,3495.447,1947.568,17464.44,4260.507,1111.88,1454.948,.2315439,uk04
38,25165.43,5706.513,3139.11,1629.47,18521.02,4144.637,1042.403,1561.876,.2267081,uk04
39,25679.8,6122.156,2747.342,2012.994,18904.46,4534.791,1196.663,1587.365,.2384287,uk04
40,26186.56,6414.321,2069.681,2057.79,20006.4,4764.521,1221.643,1649.8,.2449667,uk04
41,26717.51,6507.862,2175.993,1721.49,20609.33,4792.946,1237.987,1714.916,.2435964,uk04
42,27234.71,6274.792,2843.894,1572.219,20779.04,4539.876,1230.687,1734.916,.2303595,uk04
43,27729.54,6830.338,2823.973,1592.609,21223.69,5015.54,1382.488,1814.798,.2462938,uk04
44,28242.77,6954.48,2494.927,1232.208,22343.96,4996.291,1333.278,1958.189,.2462359,uk04
45,28708.03,7160.802,1851.359,1812.831,22563.66,5232.515,1440.343,1928.287,.2494024,uk04
46,29273.63,7430.389,2037.776,1441.352,23338.69,5392.586,1448.214,2037.802,.2538936,uk04
47,29808.38,7480.38,1795.136,1550.759,23958.25,5352.998,1451.826,2127.383,.2509599,uk04
48,30342.97,8082.612,1750.91,1401.449,24638.9,5877.505,1566.312,2205.107,.2663879,uk04
